userName;score;at;content;Unnamed: 4;Unnamed: 5;score_ SH.;score_1;score_2;score_3;score_4;score_5;Unnamed: 5_Baik;Unnamed: 4_14/10/2024 17.02
Assalam Pati;5;16/10/2024 12.00;Cakep;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Menduang City;1;16/10/2024 11.58;Jelek;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Cherlyn Noviora;2;16/10/2024 11.53;apk nya sering ngebug eror terus;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
DeRisha_;5;16/10/2024 11.51;Keren;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Rindang Adi Rosadi;5;16/10/2024 11.46;Video dan photo jernih;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Siti Nurr;1;16/10/2024 11.45;Update mulu tp blm bisa reset sandi akun yg lupa password;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
indriyati madina;5;16/10/2024 11.44;Sangat baik;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Andreas Pratama;1;16/10/2024 11.43;Ey akun saya hilang;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Sulaiman;5;16/10/2024 11.42;Makasih saya ingin berkembang konten rells nya dan kedepannya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Fahri Ramdhani;5;16/10/2024 11.41;Nice;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
MARITAH MARITAH;5;16/10/2024 11.40;Main nya bagus bgt;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Dwi Ismanto;5;16/10/2024 11.39;Oke;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Sarinta Sitanggang;5;16/10/2024 11.39;Good apk;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Randi Riski;5;16/10/2024 11.37;Nice;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
STVG 08;4;16/10/2024 11.37;Lumayan puas sih tapi skrng agak ribet kalau mau salin link nya nga kaya dulu simpel🙏🙏🙏;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
peler rk rowrr;5;16/10/2024 11.35;Bagus bgt aseliii cuyyy;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
JarCoks Official;1;16/10/2024 11.35;Lol ngeleg;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
the jack;5;16/10/2024 11.30;bagus;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Natasya Faridatun5;5;16/10/2024 11.29;Sangat baguss;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Akmaluddin Sidik;1;16/10/2024 11.25;Kualitas upload sangat jelek. Video saya yang jernih. Tapi setelah diupload di instagram malah jadi pecah. Tidak jernih;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Marcelino Fransisco;5;16/10/2024 11.25;Kerennn;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Brio Properti;5;16/10/2024 11.22;Menyenangkan;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
bagos gaming;1;16/10/2024 11.19;Ig sering eror saya siaran langsung gabisa post ngak membahayakan kena pelanggaran karena membahayakan tolong di perbaiki lagi sistem sistem di Instagram dan fitur fitur nya;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Ad Gunawan;2;16/10/2024 11.19;Ig sy udh diupdate kok malah kembali ke versi lama sih,dan terakhir diupdate pada 2023;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
Ahmad ajh;5;16/10/2024 11.18;Mantap;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Photo Cell;5;16/10/2024 11.12;Baguss bgttt;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Panji Nurdianzah;4;16/10/2024 11.07;"Maaf baru bisa ngasih bintang 4 soalnya tema dm instagram gabisa di ganti pake muka tetanggaku yang cantikk nan imoetttt kalo gabisa kann jadi rugii,, nanti kalo udah bisa panji kasih bintang 5+komen ""top"" + emoji sip";14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
muhammad robbi;1;16/10/2024 11.06;Apaansi jadi susah login gini;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
iDea Apple Depok;5;16/10/2024 11.02;Sangat baik dan berguna;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Parayoga Apra;5;16/10/2024 11.01;Ok baik;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Tjung Purnama;1;16/10/2024 11.01;Siang minta update, udh diupdate, sore minta update lagi ???;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Hayam Jago;1;16/10/2024 11.01;Bug doang;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Amel Septiani;5;16/10/2024 11.00;bagus;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Supandi Golonggomo;5;16/10/2024 10.57;Keren ,sangat memantu, ada banyak motivasi saya temukan di Instagram sekarang;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Fajrisa Maulinawati;5;16/10/2024 10.57;Aaaaa ini sangat kerennnn baungettt please 🥺;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Destha daweng Daweng;5;16/10/2024 10.56;💫;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Laila Zyla;5;16/10/2024 10.55;bagus fitur nya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Yohanes Tena;5;16/10/2024 10.46;The best;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Suhartono Christina Atmosoewito;5;16/10/2024 10.44;Lancar, menyenangkan;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Fitri Amelia;5;16/10/2024 10.44;Pasang App Instragram;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Bilal M;5;16/10/2024 10.40;dari segi manapun saya suka, i like it😅;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Sulanto Lanto;1;16/10/2024 10.40;isshhh instagram jelek;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
anisa dewi nur safitri;4;16/10/2024 10.39;Mantab tapi sering update tmbh besar penyimpanan;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
Abid Fadhil;1;16/10/2024 10.35;Daftar?;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Tiara;5;16/10/2024 10.35;bag us banget;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Cleo Alfaiz;2;16/10/2024 10.34;knp caption tidk muncul;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
Farhan Ardiansyah;5;16/10/2024 10.30;aplikasi ini sangat bagus banget ini filter nya bagus semua cocok ini aplikasi buat foto foto karna aplikasi ini sangat bagus dan saya suka liat aplikasi ini;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Okih sulaiman badry;5;16/10/2024 10.29;Trmksih sdh mnjdi jmbtn untuk ttp bisa terhubung dengan orang terjayh;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Yanto Ajah;5;16/10/2024 10.27;Apik;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Po Yati;5;16/10/2024 10.24;Pasang app Instragram;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
asan syach;5;16/10/2024 10.24;Semoga Ig saya normal lagi;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
mubarok Sahril;5;16/10/2024 10.23;Sangat bagus dan sangat baik;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Khatmi Kasidi;5;16/10/2024 10.23;Kenapa tiba tiba GK bisa di buka ya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Sonny Mangasa;5;16/10/2024 10.21;Sangat mewah;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Hasmi ati;1;16/10/2024 10.21;Aplikasi asu gw padahal udah coba buat akun udah coba 10x TPI GK bisa bisa ngotak dikit buat aplikasi nya anjg nyesel gw cobain ni aplikasi burikkkkkkkkkkkk;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Fagit Romadhon;5;16/10/2024 10.18;Slebewww🔥;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Fira Fira;5;16/10/2024 10.18;Arjuna Suwakul;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Maharani Sofa;1;16/10/2024 10.16;Gimana ini kenapa tiba tiba akun saya di tangguhkan tanpa alasan ,saya tidak upload yang aneh aneh ,kenapa tiba tiba di tangguhkan ,saya ajukan banding tapi muter muter terus;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Op Wasti;4;16/10/2024 10.07;Sya sgt suka pda aplikasi ini;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
NANDA FIRMANSYAH;5;16/10/2024 10.07;Good :);14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Esca Hutama Prayoga;1;16/10/2024 10.06;akun dikunci sscara sepihak,verifikasi video ga bisa,login ngeblank hitam.dibenerin ga bisa,aneh instagram sekarang.;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Reno Wahyu Hidayat;1;16/10/2024 10.06;bug mulu yatim;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
medist maya;5;16/10/2024 09.59;Top;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Masliana Saad abdat;5;16/10/2024 09.59;Good;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Fachrul Azhari;5;16/10/2024 09.58;thanks instagram;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Salman Maraya;1;16/10/2024 09.57;Keluar mulu;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Dedy Elizah;1;16/10/2024 09.54;BURIIKKKKK SUKAAA NGEBUGG;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
fauziah ashry16;3;16/10/2024 09.51;TIDAK BISA DI UPDATE!;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
Restu Suryanto;5;16/10/2024 09.49;ok;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
ABD WAHID;5;16/10/2024 09.46;the best;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Ricky Setiawan;2;16/10/2024 09.45;Device saya setelah update ke Android 15, fitur stories pada aplikasi mengalami gangguan (freeze) ketika mencoba melihat stories selanjutnya . Tolong diperbaiki;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
Faiz Ahmad;5;16/10/2024 09.45;Sangat bagus untuk relasi dan komunikasi;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Yusrizal Yunus;5;16/10/2024 09.44;Mantap;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Alfiana desi;5;16/10/2024 09.43;Bagus bgttr;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Yati ch;3;16/10/2024 09.36;Aplikasi bagus sih, tapi kenapa saya tidak lagi bisa membagi link video, disuruh update, pas saya buka instagram lewat playstore tidak ada pilihan tuk update cuma uninstal sama buka pilihannya tolong bagaimana ini solusinya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
Riskamyyzapratiwi;1;16/10/2024 09.36;Aplikasi jelek.;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Rahayu Intan;5;16/10/2024 09.35;saya memberi bintang lima karena aplikasi ini bagus dan jarang ngeleg di saya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Marselluvia Marsel;5;16/10/2024 09.33;Aki suka sama intangam ini;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
larabudi Wanci;5;16/10/2024 09.32;Bgus bnget untuk mengunggah foto' kitaa😍😍😘;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
randi rustandi;1;16/10/2024 09.25;Cuma aplikasi ini yang lemot, aplikasi lain lancar, aneh aja;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Salsa Bila;2;16/10/2024 09.23;Gak bagus;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
Dedi Oding;1;16/10/2024 09.23;Kalo donlot lama banget sampai 2 hari 😠😠😠😠😠😠😠😠😠😠😠😠💀💀;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
ambo alang;1;16/10/2024 09.18;gak bisa di downlood jelek banget😒;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
renggahebat 123;5;16/10/2024 09.05;Anto;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
RAFITA SELFIANA;4;16/10/2024 08.59;Karna bagus bagus efek nya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
Pratama Han;5;16/10/2024 08.59;Puas dengan kerja IG,,,cma bantu tambahi fitur pengeditan vidio nya biar tambah cantik;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Oliv;1;16/10/2024 08.58;"apk gajelas, suka ngebug tiba"" akun di tangguhkan padahal gabuat konten aneh"" kalo blm bisa buat aplikasi gausah buat lah";14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Tiro Pratama;5;16/10/2024 08.58;Mohon maaf sebelum nya Giman saya mau laporan soal akun saya yang terkunci ketika di masokkan id samaa pasword nya keluar putih saja layar hp nya mohon konfirmasi nya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Muhamad Kholid;5;16/10/2024 08.58;Seru;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Fery Tanjung;5;16/10/2024 08.55;Ok , bagus;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
frayenggy handoko;5;16/10/2024 08.54;Dobleh;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
agus sugianor;5;16/10/2024 08.52;Ya begitulah beginilah ya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Muhamad Yunus Fauji;5;16/10/2024 08.44;Bagus;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
erlin awl;2;16/10/2024 08.41;setahun gak ig an , balik lagii kangen 🙈;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
heidy putri;1;16/10/2024 08.41;Hey Instagram atau meta atau apalah. Kenapa akunku di tangguhkan? Ga pernah komen tiba2 di tangguhkan. Sudah ajukan banding tapi kodenya ga pernah di kirim ke email atau WhatsApp. Dan tiba-tiba akunku hilang permanen. Apa maksudnya?;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Herson Pello;5;16/10/2024 08.40;Baxk hal yg luar biasa di aplikasih ini😇;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Alfiyyatus Syifa;5;16/10/2024 08.38;baikkkk tpi kdg lola;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Suwanto;5;16/10/2024 08.34;Ya mantaap;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Yety Novriani;5;16/10/2024 08.28;Sangat cocok untuk saya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Dhidi Riyadi;4;16/10/2024 08.25;Terlalu banyak video dewasa atau 18+;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
Aldi Alfandi;3;16/10/2024 08.24;Knpa kok tiba-tiba lemot aplikasi nya gk lancar padahal jaringan nya bagus;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
Ando simbolon;5;16/10/2024 08.24;Saya suka aplikasi ini;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Ari Subekti;3;16/10/2024 08.23;Buat upload video lambat;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
Koplak Crazy;5;16/10/2024 08.20;Menurut saya apk ini cukup memuaskan, namun ada beberapa fitur-fitur yang ngebug atau ngelag walaupun jarang tapi itu sangat mengganggu. Dan juga update yang diberikan sangat memuaskan, itu pendapat saya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Hendra Haryanto;5;16/10/2024 08.19;Bagus;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Nur Siti;2;16/10/2024 08.18;Baik;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
Yudha Pratama;1;16/10/2024 08.17;Aplikasi gajelas sering eror;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Hayya Afiatun;5;16/10/2024 08.16;. .;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Halima Tunsadiah jakfar siddiq;5;16/10/2024 08.14;Halimah. Org. Com;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Fahad Hasani;4;16/10/2024 08.11;Saya tidak bisa melihat komentar di SG padahal udah saya update;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
Windy Wulan sary;5;16/10/2024 08.09;Aplikasi yang bagus sekali;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Alvin Bambang Saputra;5;16/10/2024 07.59;Sayang sangat bangga banyak konten inparatip dan menyenangkan;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Raziq Qq;5;16/10/2024 07.58;Bagus;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
YUDI YUDI;5;16/10/2024 07.57;Musik;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Olantiana Sarti;5;16/10/2024 07.54;Sangat cocok untuk digunakan;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Pengguna Google;5;16/10/2024 07.53;Semoga fitur arsip jgn dihilangkan yah☺️;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Irvan Hakim Anwar;5;16/10/2024 07.53;Keren, sekarang bisa hasilin uang;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Eza Fahreza;4;16/10/2024 07.50;Kenapa instagram sekarang banyak banget iklan situs judi online nya?ga enak banget ngeliat nya, jdi tolong blockir semua iklan yang kalo ngeliat story org muncul iklan situs judi online nya, ga nyaman banget ada iklan seperti itu tolong di blockir iklan situs-situs judi online nya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE
Devii Itta;5;16/10/2024 07.49;kintil;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Suci Ramadiana;1;16/10/2024 07.48;Apaan dah dikit dikit error, udh brp hari malah lemot gabisa buka postingan sm story orang! Pdhl buka yg lain lancar gaada lemot nya, masa nyalahin sinyal? Udh uninstall, log out dll di coba ehh tetep aja gitu!;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
agan mohammed;1;16/10/2024 07.46;Update mulu;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Highlights Game;1;16/10/2024 07.45;Gak jelas,kuota banyak sinyal bagus tapi gak bisa muter video;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Muhamad ibrahim;5;16/10/2024 07.42;apk yg luar biasa;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Bangwir;1;16/10/2024 07.40;Masih terdapat bug pada tema gelap, dm ig aneh, tidak bisa pause video reels, musik di profil ig saya suka menghilang;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Gina Gino;5;16/10/2024 07.32;Ini aku baru dowload lagi instagram nya, aku dah lama dowload instagram tapi ko gk bisa buka filter;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Pangkalan Gito;5;16/10/2024 07.24;Menakjubkan;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Dedi Suhendra;1;16/10/2024 07.14;Saya kasih bintang 1, apk nya jelek banget. Masak dari jutaan manusia gak ada yg dm saya😏;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Dewi Setiawati;5;16/10/2024 07.09;Ini sangat bagus,,dan sangat mudah dan membantu semua berkomunikasi dan mengenal semuanya;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Raissa Putri apriliani 123;2;16/10/2024 07.09;ada mslh teknis;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
Al Fais Rohman;5;16/10/2024 07.08;𝐊𝐄𝐑𝐄𝐍;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
JUSTIN HAREFA;5;16/10/2024 07.05;Ulasan yang baik buat apk ini;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Tedy;5;16/10/2024 07.03;Good;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
Nora Riskina;1;16/10/2024 07.01;Saya rajin update IG supaya bisa mengikuti perkembangan fitur terbaru. Tapi baru-baru ini kok suka nge Bug gak jelas. Nge lag gak jelas. Gak bisa liat story dan postingan orang2 padahal jaringan internet lancar2 aja. Sudah uninstall dan install ulang berkali-kali tetap sama aja. Instagram ada masalah apa ya? Bikin kesel dan malas buka ig jadinya😩👎🏻;14/10/2024 17.02;Baik;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE
Kiki Febria (Kiki);2;16/10/2024 07.00;Kok gak ada foto di postingan sih, balikin dong;14/10/2024 17.02;Baik;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE
Ramadan;5;16/10/2024 06.59;Instagram ini berguna banget bisa menulusuri orang dari luar sana misal nya teman kita bisa bales pesan dari jauh;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
RANDI RANDI;5;16/10/2024 06.57;Sangat berguna bagi saya..;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
sanusi Muhammad;5;16/10/2024 06.56;Nice Apk;14/10/2024 17.02;Baik;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE
